Title,YearPublished,UsersRated,AverageRating,Baverage,StandardDeviation,AverageWeight,NumberOfWeights,NumberOfPlays,PlayerCountRecomm_min,PlayerCountRecomm_max,PlayerCountBest_min,PlayerCountBest_max,PlayerCount_votes
DC Comics Deck-Building Game: Heroes Unite ,2014,1909,7.39215,6.36478,1.38785,2.1148,61,5562,2,4,3,3,21
Star Wars: Jabba's Palace – A Love Letter Game ,2022,1950,7.26145,6.36392,1.18158,1.2941,34,10132,3,6,4,5,37
Robo Rally ,2016,3060,6.99354,6.36387,1.50561,2.3654,52,6621,3,6,4,5,36
Wildcatters ,2013,1373,7.60478,6.36252,1.30852,3.9375,80,2961,4,4,4,4,39
Illusion ,2018,4587,6.74189,6.36244,1.15436,1.0588,102,24683,2,5,4,4,59
Axis & Allies: Pacific 1940 ,2009,1892,7.52381,6.36205,1.61639,3.5909,132,1534,2,3,2,3,54
Galaxy Defenders ,2014,1745,7.44513,6.36199,1.47295,3.2188,128,4528,1,5,3,3,60
Llamaland ,2021,1790,7.33972,6.36159,1.01197,1.975,40,5571,2,4,2,2,31
Sheriff of Nottingham: 2nd Edition ,2020,1993,7.33176,6.36099,1.29264,1.825,40,3796,4,6,5,5,28
Tides of Time ,2015,7378,6.6019,6.3609,1.17251,1.5622,217,23860,2,2,2,2,37
The 7th Continent: Classic Edition ,2019,1414,7.61947,6.36065,1.60987,3.1957,46,4515,1,3,1,1,44
Löwenherz ,1997,2556,7.03639,6.36038,1.36211,2.9018,275,2269,3,4,4,4,60
Imagine ,2015,3911,6.86868,6.35976,1.29444,1.0625,80,11146,3,8,4,6,40
Beasty Bar ,2014,4052,6.80417,6.35947,1.18047,1.4104,134,19109,2,4,4,4,76
TEN ,2021,2420,7.09493,6.35866,1.2661,1.4375,48,13102,2,5,4,4,34
Le Havre: The Inland Port ,2012,3632,6.81526,6.35834,1.23812,2.5,170,7703,2,2,2,2,33
Bausack ,1987,4065,6.80134,6.35808,1.38973,1.2914,278,13074,2,7,4,4,42
Valley of the Kings: Afterlife ,2015,1936,7.24085,6.35746,1.20567,2.2787,61,4546,2,4,2,2,42
De Vulgari Eloquentia ,2010,1973,7.21915,6.35714,1.35265,3.6238,202,3217,2,5,4,4,59
Here to Slay ,2020,4572,6.91452,6.35615,1.51714,1.6702,94,13119,2,5,3,4,73
Stephenson's Rocket ,1999,2918,6.91978,6.35497,1.36037,3.0581,258,4547,2,4,4,4,46
Meuterer ,2000,3308,6.87402,6.35458,1.25933,2.3136,354,5333,4,4,4,4,96
The Hunger ,2021,2454,7.12904,6.3545,1.348,2.3091,55,7118,2,5,3,4,46
Roma ,2005,4656,6.74514,6.35405,1.29142,2.0086,464,18830,2,2,2,2,47
Ascending Empires ,2011,2035,7.18106,6.35382,1.4154,2.3506,154,4538,2,4,4,4,49
Kremlin ,1986,2923,6.97334,6.35327,1.55526,2.8476,269,2981,4,6,5,6,42
Scotland Yard ,1983,16419,6.50545,6.35228,1.28207,1.9551,981,25574,2,6,2,2,263
6 nimmt! 25 Jahre ,2019,1728,7.38281,6.35168,1.18603,1.2821,39,11415,4,8,4,6,28
Onirim ,2010,6447,6.63604,6.35156,1.36955,1.6494,348,63921,1,2,1,1,140
Blokus 3D ,2003,4004,6.78096,6.35154,1.22744,1.7453,369,18132,2,4,4,4,59
DOOM: The Board Game ,2016,2010,7.42286,6.35121,1.45619,3,54,3012,2,5,5,5,37
Kodama: The Tree Spirits ,2016,5760,6.68661,6.35099,1.21794,1.6418,134,13288,2,5,3,3,48
Azul: Master Chocolatier ,2022,1112,7.96119,6.3507,1.09178,1.7333,30,7170,2,4,2,4,20
Haspelknecht: The Story of Early Coal Mining ,2015,1935,7.23207,6.35063,1.18894,3.0686,102,4829,2,4,3,3,36
Overboss: A Boss Monster Adventure ,2021,1823,7.37691,6.35037,1.23075,2.0238,42,7664,1,5,3,3,27
Trapwords ,2018,2829,6.985,6.34979,1.2923,1.4348,46,7423,4,8,6,6,29
Exit: The Game – The Catacombs of Horror ,2018,1728,7.34005,6.34969,1.59405,2.6316,19,2723,1,4,2,2,12
Skulk Hollow ,2019,1911,7.27811,6.34826,1.32658,2.2143,42,5044,2,2,2,2,13
The Wolves ,2022,1603,7.49304,6.34825,1.17392,2.8197,61,4262,2,4,3,3,63
Happy Salmon ,2016,5264,6.7035,6.34788,1.5848,1.08,100,34622,4,7,5,6,68
Carolus Magnus ,2000,3606,6.82563,6.34731,1.34015,2.5773,388,7402,2,4,3,3,116
Aladdin's Dragons ,2000,3207,6.8935,6.34689,1.26991,2.4687,335,4089,3,5,5,5,43
Bargain Quest ,2017,3606,6.87677,6.34685,1.40836,2,72,7473,2,6,4,4,39
Dungeon Degenerates: Hand of Doom ,2017,1221,8.14061,6.3465,1.67403,3.6056,71,3396,1,4,1,2,55
Renature ,2020,2199,7.12187,6.34608,1.29716,2.2308,52,6537,2,4,3,3,60
Eight-Minute Empire ,2012,8460,6.56046,6.34513,1.16535,1.625,424,23925,2,5,3,4,100
Nothing Personal ,2013,2396,7.04027,6.34472,1.57049,2.7706,109,3736,3,5,4,5,32
Miyabi ,2019,1518,7.47336,6.34464,1.08318,2.0698,43,6250,2,4,2,3,26
Grove: A 9 card solitaire game ,2021,1184,7.78933,6.34404,0.998633,1.4054,37,20248,1,1,1,1,18
Timeline: General Interest ,2012,4215,6.76861,6.34354,1.17558,1.0667,150,16749,2,8,4,4,18
D-Day Dice ,2012,3610,6.82122,6.34337,1.33257,2.0494,243,16381,1,4,1,1,75
Fields of Fire ,2008,1260,7.86446,6.34205,1.68878,4.2407,241,3386,1,1,1,1,70
Cosmic Encounter: 42nd Anniversary Edition ,2018,961,8.25581,6.34193,1.45134,2.5909,22,2422,4,5,5,5,17
Wallenstein (Second Edition) ,2012,1332,7.58831,6.34147,1.27298,3.2396,96,1840,3,5,5,5,31
Sun Tzu ,2005,2383,7.05194,6.341,1.20812,2.0959,146,5351,2,2,2,2,27
Middle-earth ,1995,1988,7.34047,6.34009,1.76612,3.7243,214,4964,1,3,2,2,58
Space Crusade ,1990,3005,7.0411,6.34005,1.43595,2.2924,236,2949,2,4,4,4,53
Factory Fun ,2006,3480,6.80583,6.33963,1.53767,2.5,316,14891,1,5,4,4,66
Coup: Rebellion G54 ,2014,2747,6.99664,6.33889,1.44979,1.9359,78,11720,3,6,5,6,38
Tramways ,2016,1527,7.39593,6.33878,1.45289,3.8082,73,5253,1,5,3,4,47
The Rose King ,1992,3613,6.80831,6.33804,1.26091,1.9372,239,16718,2,2,2,2,48
Sleuth ,1971,2951,6.90348,6.33801,1.44178,2.4645,211,7275,3,5,4,4,49
Magic Realm ,1979,2109,7.28294,6.33753,1.98717,4.5468,395,3823,1,8,3,4,49
Omen: A Reign of War ,2011,1711,7.31846,6.3372,1.30869,2.3434,99,5391,2,2,2,2,21
Blokus Trigon ,2006,3183,6.88743,6.33686,1.22902,1.9365,252,8148,2,4,3,4,59
Advanced Squad Leader: Starter Kit #3 ,2007,1087,8.05091,6.33663,1.65174,3.9008,131,1217,1,2,2,2,12
Gingerbread House ,2018,2583,6.99202,6.3365,1.09504,1.8393,56,8997,2,4,3,3,36
Karak ,2017,2361,7.23013,6.3359,1.33758,1.3402,97,13926,2,5,3,4,67
My Village ,2015,2801,6.9343,6.33568,1.28131,3.1031,97,5596,2,3,2,2,42
BANG! ,2002,30663,6.49234,6.3355,1.48699,1.634,2232,88049,5,7,7,7,548
Path of Light and Shadow ,2017,1546,7.43424,6.33526,1.35402,3.1552,58,3927,2,4,3,3,36
Traders of Osaka ,2006,3446,6.81429,6.33472,1.22043,2.0423,260,9567,2,4,2,2,93
Tides of Madness ,2016,4014,6.76113,6.33443,1.16022,1.4861,72,10234,2,2,2,2,24
Time's Up! Edición Amarilla ,2008,1390,7.51915,6.33419,1.3824,1.0889,45,6148,4,4,6,6,15
Kashgar: Merchants of the Silk Road ,2013,2220,7.07674,6.33396,1.21667,2.2405,79,8732,2,4,2,2,40
Disney Villainous: Despicable Plots ,2021,1486,7.5882,6.33363,1.2978,2.1765,17,959,2,3,3,3,13
Hit Z Road ,2016,4314,6.76491,6.33291,1.30643,1.8462,91,10705,1,4,4,4,79
Sniper Elite: The Board Game ,2022,1154,7.85763,6.33177,1.26312,2.439,41,3453,2,4,2,2,44
Necromunda ,1995,1898,7.30303,6.33052,1.51366,3.1131,168,1726,2,4,2,2,22
Indigo ,2012,3319,6.85119,6.33032,1.16592,1.4717,159,12507,2,4,4,4,76
Dungeons & Dragons: Temple of Elemental Evil Board Game ,2015,1966,7.3697,6.33015,1.41489,2.4494,89,5315,1,5,3,3,39
Rune Stones ,2019,1788,7.28782,6.32961,1.24468,2.3529,51,5180,2,4,3,3,30
Piepmatz ,2018,2274,7.06039,6.32894,1.20277,2.1053,76,7720,2,4,3,3,45
Shogi ,1587,1801,7.39984,6.32837,1.70198,3.75,156,4425,2,2,2,2,27
Junta ,1978,5719,6.69182,6.32794,1.66945,2.8611,475,3674,5,7,7,7,122
Curious Cargo ,2020,2095,7.13139,6.32777,1.41324,3.2093,86,6157,2,2,2,2,24
Planet ,2018,5104,6.67897,6.32707,1.2372,1.5918,98,14444,2,4,4,4,57
Thunder Road: Vendetta ,2023,983,8.10514,6.32654,1.29558,2.1111,27,3234,2,4,4,4,35
The Rich and the Good ,2008,2060,7.11607,6.32644,1.17836,2.1609,174,4983,3,5,4,4,68
Aerion ,2019,1659,7.33391,6.32623,1.17243,1.9583,48,7852,1,2,1,1,47
For Northwood! A Solo Trick-Taking Game ,2021,973,8.08076,6.32579,1.01842,1.92,25,6885,1,1,1,1,14
Indian Summer ,2017,3869,6.7734,6.32566,1.26266,2.1467,75,15245,1,4,3,3,49
Dice Miner ,2021,1790,7.29584,6.32548,1.22939,1.6571,35,11874,1,4,2,3,34
Federation ,2022,995,8.10027,6.32526,1.18934,3.6267,75,2575,2,4,4,4,52
Yomi ,2011,2954,6.94328,6.3247,1.68412,2.359,195,14959,2,2,2,2,40
Renegade ,2018,1246,7.71073,6.32443,1.45486,3.6796,103,5909,1,3,1,1,62
Pueblo ,2002,2619,6.94663,6.32385,1.21871,2.2535,213,5550,2,4,3,4,45
Stroganov ,2021,1752,7.29352,6.32385,1.36638,3.2903,93,4489,1,4,3,3,50
Tortuga 1667 ,2017,3308,6.91427,6.32377,1.42064,2.0149,67,7123,5,9,5,5,91
I'm the Boss! ,1994,3825,6.77448,6.32244,1.5926,1.9684,316,6777,4,6,6,6,82
"Sword of Rome: Conquest of Italy, 362-272 BC ",2004,1634,7.33039,6.32218,1.4331,3.327,211,2536,4,5,4,4,56
"Sword of Rome: Conquest of Italy, 362-272 BC ",2004,1634,7.33039,6.32218,1.4331,3.327,211,2536,4,5,4,4,56
Campy Creatures ,2017,2482,7.04986,6.32196,1.215,1.5192,52,6455,3,5,4,5,44
Masmorra: Dungeons of Arcadia ,2017,2786,7.03815,6.32149,1.38131,2.2444,45,5827,2,5,3,4,43
Marrakech ,2007,4946,6.68937,6.32133,1.24861,1.3515,239,22603,2,4,4,4,73
RAF: The Battle of Britain 1940 ,2009,1046,8.03905,6.32118,1.33665,3.2689,119,1699,1,2,1,1,33
Havana ,2009,3125,6.84516,6.32046,1.16422,2.2121,198,7966,2,4,3,3,52
Neanderthal ,2015,1743,7.30348,6.3202,1.5002,3.7462,130,5218,1,3,3,3,44
Railroad Ink Challenge: Shining Yellow Edition ,2021,1293,7.58663,6.32,1.16824,2.05,20,6186,1,4,2,4,12
Empire Builder ,1982,2986,6.95437,6.31998,1.49202,2.6305,295,7072,2,4,3,3,54
Pixel Tactics ,2012,3382,6.84959,6.31879,1.46495,2.6159,138,6173,2,2,2,2,32
In the Shadow of the Emperor ,2004,2933,6.86265,6.31863,1.34047,3.4246,398,4243,4,4,4,4,139
Patchistory ,2013,2150,7.08277,6.31815,1.46865,3.7643,157,3979,2,4,4,4,56
Kingdoms ,1994,4935,6.65539,6.31627,1.22623,1.8385,421,11579,2,4,2,3,105
After the Empire ,2021,1452,7.5087,6.31592,1.47241,3.14,50,3040,1,4,2,3,32
Aristeia! ,2017,1048,8.20638,6.31498,1.48793,2.9762,42,5405,2,2,2,2,25
Mü & More ,1995,1938,7.14936,6.31479,1.43793,2.5514,185,6003,4,6,5,5,41
Power Grid: The First Sparks ,2011,3559,6.77314,6.31444,1.29164,2.7056,231,6797,3,6,4,4,46
Marvel: Remix ,2022,1382,7.46399,6.31422,1.15779,1.913,23,12051,2,5,2,3,21
The Scepter of Zavandor ,2004,2546,6.96594,6.31388,1.55193,3.5086,350,5379,2,5,4,4,60
Giants ,2008,2517,6.96277,6.3137,1.24209,2.939,213,3615,3,5,4,4,50
CV ,2013,6378,6.58866,6.31336,1.357,1.8519,270,15226,2,4,2,2,109
Warhammer Quest: Blackstone Fortress ,2018,1350,7.83971,6.31329,1.52414,2.881,42,4066,1,4,4,4,30
Chocolate Factory ,2019,2030,7.10086,6.31278,1.25089,2.8919,74,6628,1,4,3,3,51
Pirate's Cove ,2002,8241,6.56246,6.31258,1.37649,2.005,794,13775,3,5,5,5,75
Harry Potter: Hogwarts Battle – Defence Against the Dark Arts ,2019,2232,7.17472,6.31241,1.43981,1.75,40,10283,2,2,2,2,27
The Great Dalmuti ,1995,7815,6.58148,6.31229,1.57128,1.2928,567,28511,5,8,6,7,86
Risk 2210 A.D. ,2001,7129,6.68385,6.31147,1.51213,2.7166,607,4932,3,5,4,5,74
Doomtown: Reloaded ,2014,2324,7.10946,6.31136,1.78767,3.597,134,9780,2,4,2,2,50
Exit: The Game – The Forbidden Castle ,2017,3176,6.80951,6.31102,1.64164,3.2778,54,3721,1,4,2,2,29
Ascension: Immortal Heroes ,2012,1645,7.329,6.31077,1.34343,2.1071,56,15175,2,2,2,2,19
Century: Golem Edition – An Endless World ,2020,1279,7.56907,6.31037,1.09636,2,34,3213,2,4,3,3,20
The Bottle Imp ,1995,3752,6.73877,6.31033,1.37393,1.8699,269,11232,3,4,3,3,96
Paint the Roses ,2022,1830,7.2825,6.31005,1.41181,2.45,40,8780,2,5,4,4,35
Dice Settlers ,2018,2745,6.91257,6.30995,1.32414,2.9367,79,7809,1,4,3,3,55
Spyfall 2 ,2016,3041,6.86311,6.30897,1.42726,1.2381,42,10019,5,12,6,8,26
Navajo Wars ,2013,1032,7.94137,6.30863,1.30565,3.8824,119,2981,1,2,1,1,50
Welcome Back to the Dungeon ,2016,4254,6.72307,6.30832,1.16795,1.3385,65,7517,2,4,3,4,41
Olympos ,2011,2679,6.90698,6.30804,1.26242,2.9628,215,4704,2,5,4,4,67
GKR: Heavy Hitters ,2018,1548,7.61337,6.30785,1.43463,2.75,48,2317,2,4,4,4,33
Bloodborne: The Card Game ,2016,3680,6.87867,6.3078,1.44665,2.0658,76,6992,3,5,4,5,46
Tiny Epic Kingdoms ,2014,7638,6.55688,6.30779,1.28192,2.0912,296,14909,2,5,4,4,83
Mystery of the Abbey ,1995,8059,6.53949,6.30755,1.38901,2.2028,710,10613,3,6,4,5,81
Revolution! ,2009,4313,6.72326,6.30739,1.42824,2.0402,249,8567,3,4,4,4,52
Minecraft: Builders & Biomes ,2019,2621,6.97446,6.3069,1.11954,1.9818,55,8246,2,4,3,4,30
Unlock!: Secret Adventures – The Adventurers of Oz ,2018,1461,7.37449,6.30622,1.41549,2.8889,18,1797,1,4,2,2,18
Endangered ,2020,1348,7.5354,6.30579,1.17666,2.525,40,4471,1,5,3,3,40
The Red Dragon Inn 2 ,2008,3146,6.92072,6.3055,1.50686,1.7961,103,3883,3,4,4,4,27
Oceanos ,2016,3358,6.80339,6.30546,1.15691,1.831,71,9374,2,5,4,4,31
1817,2010,688,8.61593,6.30538,1.44635,4.7609,92,3452,3,7,4,5,27
Aquaretto ,2008,2513,6.98227,6.30523,1.11882,2.1174,213,5357,2,5,4,4,49
1856: Railroading in Upper Canada from 1856 ,1995,1315,7.50175,6.30512,1.55642,4.2573,171,2844,3,6,4,4,43
High Frontier ,2010,1545,7.35836,6.30435,1.84817,4.3377,228,3470,1,5,3,4,42
Fireteam Zero ,2015,1526,7.50179,6.30432,1.42205,2.75,56,4738,1,4,3,4,44
That Time You Killed Me ,2021,1259,7.64143,6.30414,1.3292,2.4828,29,6075,2,2,2,2,17
Codex: Card-Time Strategy – Deluxe Set ,2016,1104,8.00087,6.30383,1.78679,3.6613,62,4427,2,4,2,2,40
Sanctum ,2019,2196,7.0956,6.30289,1.35463,2.5357,56,4101,1,4,2,2,48
Android ,2008,3896,6.74149,6.30239,1.74761,3.9658,438,4495,2,4,3,3,163
Ingenious: Travel Edition ,2006,2008,7.09507,6.30187,1.22522,1.8537,164,9445,2,2,2,2,23
Age of Civilization ,2019,2316,7.05918,6.30105,1.29127,2.2895,76,10690,1,4,3,3,46
After the Virus ,2017,1819,7.28596,6.30093,1.43158,2.3607,61,32913,1,2,1,1,81
World of Warcraft: The Boardgame ,2005,5756,6.70617,6.30061,1.72741,3.5097,620,5680,2,2,4,4,120
Ad Astra ,2009,2921,6.857,6.30058,1.28887,2.6812,229,5462,3,5,4,4,55
The Ancient World (Second Edition) ,2019,1267,7.55409,6.29975,1.09579,2.7959,49,2556,2,4,2,3,26
The Civil War 1861-1865 ,1983,1248,7.73106,6.29929,1.50435,3.788,184,780,1,2,2,2,31
Troyes Dice ,2020,2151,7.04216,6.29846,1.31194,2.2769,65,16363,1,5,1,2,55
Cryo ,2021,1638,7.2963,6.29839,1.12571,2.7667,60,3454,2,4,3,3,41
Wars of the Roses: Lancaster vs. York ,2010,1501,7.36031,6.29834,1.45268,3.1965,173,2533,2,4,4,4,74
Adventure Land ,2015,2593,6.90437,6.29818,1.15941,1.8507,67,6422,2,4,3,3,44
Walnut Grove ,2011,2287,6.97568,6.29805,1.25478,2.4654,159,7511,1,4,3,4,42
Fleet: The Dice Game (Second Edition) ,2020,993,7.88131,6.29794,1.07627,2.1538,26,5960,1,4,2,2,24
SET ,1988,12491,6.49836,6.29687,1.582,1.6662,716,39485,1,8,3,4,111
1849: The Game of Sicilian Railways ,1998,819,8.15123,6.29668,1.35831,4.2581,31,4552,3,4,3,4,28
Land vs Sea ,2021,1861,7.1736,6.29664,1.20389,1.7027,37,6193,2,4,2,2,30
Bruxelles 1897 ,2019,1791,7.23136,6.29644,1.20056,2.9167,72,3608,2,4,3,3,37
Drop It ,2018,2693,6.89358,6.29607,1.2886,1.1111,45,22795,2,4,2,2,37
Century: Golem Edition – Eastern Mountains ,2019,1496,7.38357,6.2956,1.09818,2.25,24,3289,2,4,3,3,21
Iwari ,2020,1922,7.13893,6.29555,1.25687,2.1343,67,6683,2,5,3,4,56
Burgle Bros 2: The Casino Capers ,2021,1485,7.39362,6.29549,1.29135,2.4737,38,4478,1,4,3,3,29
PitchCar Mini ,2003,2281,6.97072,6.29542,1.29805,1.1438,153,11772,2,8,4,6,27
Stationfall ,2023,1120,7.79613,6.29537,1.70526,3.8315,89,3426,3,6,4,5,74
Call of Cthulhu: The Card Game ,2008,3015,6.89379,6.2951,1.55635,2.8945,218,10021,2,2,2,2,46
Ogre ,1977,2847,6.94282,6.29476,1.53071,2.3389,298,3851,1,3,2,2,32
Bios: Megafauna (Second Edition) ,2017,1251,7.63378,6.29384,1.52576,4.5036,137,2939,1,4,3,4,40
Blood Bowl: Second Season Edition ,2020,757,8.53218,6.29346,1.34345,3.7188,32,5245,2,2,2,2,15
Arctic Scavengers ,2009,3397,6.7772,6.29321,1.34794,2.2639,144,7776,2,5,4,4,60
Thanos Rising: Avengers Infinity War ,2018,2422,7.097,6.29276,1.40109,1.9762,42,8967,1,4,2,2,33
Oregon ,2007,3397,6.76048,6.2927,1.21445,2.1487,343,20789,2,4,3,3,87
Ride the Rails ,2020,1733,7.19277,6.29247,1.22101,2.2286,35,4193,3,5,4,4,33
Age of Renaissance ,1996,2198,7.09263,6.29242,1.74609,3.8535,273,2209,4,6,5,6,56
Pergamon ,2011,2496,6.91545,6.29237,1.12403,2.2423,194,6807,2,4,3,3,85
Euthia: Torment of Resurrection ,2021,1073,8.66294,6.29232,1.5662,3.5,86,2492,1,3,2,2,70
Tranquility ,2020,2394,6.99705,6.29217,1.29195,1.3462,52,22567,1,4,2,2,56
Dice Throne: Season Two – Gunslinger v. Samurai ,2018,1317,7.56027,6.29203,1.32495,2.1053,19,2280,2,2,2,2,8
Ys ,2004,2588,6.8983,6.29169,1.29822,2.9177,328,3919,3,4,4,4,58
Pendragon: The Fall of Roman Britain ,2017,1023,7.91869,6.29147,1.6014,4.5043,117,1691,1,4,4,4,36
Bios: Origins (Second Edition) ,2019,1059,7.82734,6.29107,1.53917,4.1776,107,2473,1,4,4,4,43
Warfighter: The Tactical Special Forces Card Game ,2014,1314,7.70219,6.29049,1.43784,2.7228,101,4801,1,4,1,1,36
Adventure Games: The Dungeon ,2019,2411,6.96272,6.29048,1.31778,1.7097,62,5420,1,4,2,2,47
Glasgow ,2020,1804,7.16272,6.29043,1.00058,2.0638,47,6133,2,2,2,2,15
Pharaon ,2019,1461,7.41136,6.28951,1.13568,2.7284,81,4910,1,5,1,1,66
Axis & Allies ,2004,6035,6.69125,6.28922,1.59787,3.2215,623,5658,2,5,2,2,141
Otys ,2017,2361,6.97377,6.28744,1.22435,2.8824,85,5462,2,4,3,3,58
Sobek: 2 Players ,2021,1807,7.19286,6.28726,1.24728,1.9268,41,10503,2,2,2,2,18
Timeline: Discoveries ,2011,3906,6.71603,6.28704,1.18415,1.1667,120,11488,2,8,4,5,21
The Climbers ,2008,3164,6.78353,6.28679,1.25433,1.8018,111,11380,2,5,4,4,37
Ave Caesar ,1989,4720,6.63212,6.28676,1.39903,1.3595,459,18534,4,6,5,6,93
Kamisado ,2008,2500,6.93758,6.28619,1.33563,2.3939,132,16364,2,2,2,2,29
Power Struggle ,2009,2270,6.9763,6.28616,1.34411,3.3645,214,3479,3,5,4,5,56
Beyond Balderdash ,1993,3211,6.81841,6.28597,1.4354,1.476,208,3890,4,6,6,6,47
Voyages ,2021,1386,7.48041,6.28559,1.06323,1.8125,48,10292,1,7,1,2,35
Rise of Empires ,2009,2084,7.02994,6.28437,1.38263,3.5467,225,2942,3,5,4,4,60
Horseless Carriage ,2023,940,7.97315,6.28398,1.48067,4.1935,93,2394,3,5,4,4,26
Uprising: Curse of the Last Emperor ,2021,843,8.43341,6.28392,1.46068,3.7377,61,2110,1,4,3,3,34
On the Underground ,2006,2510,6.90406,6.28392,1.25307,2.441,322,7199,2,4,3,3,75
A Study in Emerald (Second Edition) ,2015,2633,6.89346,6.28391,1.44625,2.9453,128,4968,3,5,4,5,63
Himalaya ,2002,2192,6.99486,6.28387,1.24702,2.5714,231,3556,4,4,4,4,52
Sorcerer City ,2020,1442,7.42125,6.28358,1.47199,2.2333,30,4518,1,5,3,3,25
The Lord of the Ice Garden ,2014,1266,7.63367,6.28311,1.49486,4.075,120,1920,2,4,4,4,60
Masters of Renaissance: Lorenzo il Magnifico – The Card Game ,2019,1771,7.18726,6.2828,1.13821,2.0862,58,7120,1,4,2,2,51
Imaginarium ,2018,1937,7.14686,6.2822,1.34676,2.9265,68,4898,2,4,3,4,44
Dungeon Mayhem ,2018,3185,6.92556,6.28127,1.50487,1.1067,75,21389,2,4,4,4,38
Oltréé ,2021,1349,7.52915,6.28104,1.37572,2.3214,56,5187,1,4,4,4,42
Unconditional Surrender! World War 2 in Europe ,2014,975,8.1126,6.28093,1.57426,3.75,108,2013,1,3,2,2,44
"Artifacts, Inc. ",2014,3271,6.75487,6.27993,1.15019,2.1667,120,6849,2,4,2,2,71
Virus! ,2015,5541,6.73329,6.2795,1.55142,1.0642,187,49812,2,5,4,4,118
Puzzle Strike: Third Edition ,2012,1835,7.1822,6.2794,1.64654,2.6952,105,8469,2,4,2,2,42
World in Flames ,1985,1424,7.63207,6.27913,1.88343,4.6426,291,1680,2,6,5,6,56
Axis & Allies ,1981,10950,6.56967,6.27896,1.58268,3.0407,984,11139,2,5,2,2,150
Key Flow ,2018,1382,7.351,6.27893,1.14651,2.8788,33,4208,2,6,3,3,34
Unlock!: Mystery Adventures – The House on the Hill ,2017,2092,6.99497,6.27866,1.21427,1.8148,27,3191,1,4,2,2,30
Abandon All Artichokes ,2020,4498,6.64258,6.27827,1.28174,1.2936,109,49763,2,4,4,4,72
Tabannusi: Builders of Ur ,2021,1418,7.40085,6.27823,1.27587,3.8632,95,3356,2,4,4,4,66
Dale of Merchants Collection ,2019,1031,7.83808,6.27814,1.1628,2.3333,30,3818,2,4,2,3,17
Mangrovia ,2014,1723,7.16967,6.27788,1.09008,2.4458,83,4161,2,5,3,4,42
Starship Captains ,2022,1652,7.23803,6.27782,1.20057,2.3448,58,4832,1,4,3,3,37
Anomia ,2010,4489,6.68943,6.27772,1.43452,1.0438,137,15996,3,6,5,5,51
ICECOOL2 ,2018,1696,7.18335,6.27736,1.22283,1.0769,26,4554,2,4,4,4,20
Jungle Speed ,1997,12970,6.47614,6.2773,1.53138,1.1334,682,50417,3,8,5,6,129
51st State ,2010,2960,6.81374,6.27727,1.45618,3.1055,237,7783,2,4,2,3,70
"Air, Land, and Sea: Critters at War ",2021,1226,7.53578,6.27701,1.10813,1.5909,22,4619,2,2,2,2,10
New York Slice ,2017,3689,6.70662,6.27644,1.22803,1.4444,54,12133,3,6,4,4,44
Successors (Third Edition) ,2008,1251,7.53695,6.27641,1.47908,3.3176,148,1946,3,4,4,4,48
Normandy '44 ,2010,1035,7.8981,6.2757,1.23082,3.3729,118,1353,1,3,2,2,43
Dragonfire ,2017,2462,7.11073,6.27541,1.66786,3.2299,87,12059,1,5,4,4,81
Capital Lux ,2016,2135,7.00408,6.27535,1.17004,1.9667,60,6734,2,4,3,3,41
The Ancient World ,2014,2193,6.99356,6.27523,1.22713,2.7248,109,4228,2,4,4,4,31
Carcassonne: Amazonas ,2016,2055,7.04683,6.27498,1.18806,1.9318,44,5128,2,4,4,4,20
Juicy Fruits ,2021,1932,7.07699,6.27491,1.11712,2,51,7209,1,4,2,3,24
Rummikub ,1977,17285,6.44748,6.27472,1.43143,1.721,846,92322,2,4,4,4,151
Flip Ships ,2017,2067,7.01337,6.2738,1.28978,1.3438,32,6800,1,4,3,4,20
Love Letter: Adventure Time ,2015,1806,7.25037,6.27378,1.31218,1.0667,45,6788,3,4,4,4,30
Cantaloop: Book 1 – Breaking into Prison ,2020,1217,7.51293,6.27364,1.44921,2.1,30,3789,1,2,1,1,48
Legendary Encounters: A Firefly Deck Building Game ,2016,1934,7.09919,6.27337,1.49519,2.5588,34,6472,1,4,3,3,24
Sluff Off! ,2003,2550,6.87793,6.27324,1.28007,1.8551,214,9908,3,4,4,4,47
Metro X ,2018,1771,7.13518,6.27305,1.10833,1.7391,23,13848,1,6,1,2,22
Paranormal Detectives ,2019,2239,7.01918,6.27276,1.34968,1.675,40,7860,3,6,4,5,30
A House Divided: War Between the States 1861-65 ,1981,2003,7.07625,6.27217,1.37872,2.6316,247,2453,1,2,2,2,37
Gulo Gulo ,2003,2809,6.82688,6.27171,1.26383,1.0813,320,17172,2,6,4,4,44
Mordheim: City of the Damned ,1999,1690,7.32675,6.27162,1.54972,3.0942,138,2714,2,6,2,2,23
Battle Cry: 150th Civil War Anniversary Edition ,2010,1216,7.64155,6.27159,1.31163,2.0707,99,3746,1,2,2,2,43
The New Era ,2011,1300,7.48743,6.27127,1.51574,3.4561,114,3790,2,4,3,3,39
Samurai Spirit ,2014,4841,6.61176,6.27023,1.33572,2.1295,193,16049,1,7,1,1,87
Dog Park ,2022,1816,7.20731,6.26979,1.37241,2.1644,73,5994,1,4,3,4,53
Get on Board: New York & London ,2022,2086,6.99649,6.26967,1.18376,1.925,40,11680,2,5,3,3,22
Hare & Tortoise ,1973,4685,6.62566,6.26825,1.28844,1.9314,379,7577,3,6,4,5,57
