Title,YearPublished,UsersRated,AverageRating,Baverage,StandardDeviation,AverageWeight,NumberOfWeights,NumberOfPlays,GameCategory_1,RankCategory_1,PlayerCountRecomm_min,PlayerCountRecomm_max,PlayerCountBest_min,PlayerCountBest_max,PlayerCount_votes,GameCategory_2,RankCategory_2,GameCategory_3,RankCategory_3
Space Crusade ,1990,3007,7.04157,6.34067,1.4356,2.2924,236,2949,Thematic Games,1,2,4,4,4.0,53,,,,
Middle-earth ,1995,1989,7.3403,6.33982,1.76569,3.7243,214,4966,Customizable Games,1,1,3,2,2.0,58,,,,
Factory Fun ,2006,3480,6.80525,6.33925,1.53797,2.5,316,14895,Strategy Games,1,1,5,4,4.0,66,,,,
Federation ,2022,1017,8.09864,6.33923,1.18619,3.6267,75,2648,Strategy Games,1,2,4,4,4.0,53,,,,
Magic Realm ,1979,2113,7.28311,6.33885,1.98526,4.5468,395,3768,Strategy Games,1,1,8,3,4.0,49,Thematic Games,1,,
Coup: Rebellion G54 ,2014,2749,6.99666,6.33883,1.44981,1.9359,78,11723,Party Games,1,3,6,5,6.0,38,,,,
Tramways ,2016,1527,7.39502,6.33836,1.45252,3.8082,73,5254,Strategy Games,1,1,5,3,4.0,47,,,,
The Rose King ,1992,3615,6.80903,6.33815,1.26264,1.9372,239,16765,Abstract Games,1,2,2,2,2.0,48,,,,
Path of Light and Shadow ,2017,1553,7.4355,6.33798,1.35381,3.1552,58,3936,Strategy Games,1,2,4,3,3.0,36,,,,
Sleuth ,1971,2952,6.90284,6.33773,1.44196,2.4623,212,7282,Strategy Games,1,3,5,4,4.0,49,,,,
Gingerbread House ,2018,2589,6.99315,6.33722,1.0974,1.8421,57,9035,Family Games,1,2,4,3,3.0,37,,,,
Omen: A Reign of War ,2011,1714,7.3179,6.33682,1.31162,2.3434,99,5398,Strategy Games,1,2,2,2,2.0,21,,,,
Advanced Squad Leader: Starter Kit #3 ,2007,1087,8.05045,6.33646,1.65182,3.9008,131,1217,Wargames,1,1,2,2,2.0,12,,,,
My Village ,2015,2805,6.93406,6.33613,1.28065,3.0918,98,5604,Strategy Games,1,2,3,2,2.0,42,,,,
Karak ,2017,2389,7.23162,6.33598,1.34293,1.3402,97,13987,Children's Games,1,2,5,3,4.0,67,Family Games,1,,
Blokus Trigon ,2006,3183,6.88577,6.33577,1.23161,1.9365,252,8160,Abstract Games,1,2,4,3,4.0,59,,,,
BANG! ,2002,30681,6.49243,6.33547,1.48717,1.634,2232,88590,Party Games,1,5,7,7,7.0,548,,,,
Kashgar: Merchants of the Silk Road ,2013,2225,7.07688,6.33496,1.21596,2.2405,79,8736,Strategy Games,1,2,4,2,2.0,40,,,,
Disney Villainous: Despicable Plots ,2021,1493,7.58511,6.33493,1.29792,2.1765,17,967,Family Games,1,2,3,3,3.0,13,,,,
Traders of Osaka ,2006,3447,6.8142,6.33475,1.22045,2.0423,260,9576,Strategy Games,1,2,4,2,2.0,93,,,,
Tides of Madness ,2016,4014,6.76138,6.3346,1.16038,1.4861,72,10238,Family Games,1,2,2,2,2.0,24,Strategy Games,1,,
Sniper Elite: The Board Game ,2022,1159,7.85803,6.33394,1.25906,2.439,41,3495,Wargames,1,2,4,2,2.0,44,,,,
Time's Up! Edición Amarilla ,2008,1392,7.51553,6.33383,1.38418,1.0889,45,6165,Party Games,1,4,4,6,6.0,15,,,,
Hit Z Road ,2016,4319,6.76352,6.33238,1.30879,1.8478,92,10719,Thematic Games,1,1,4,4,4.0,80,,,,
Indigo ,2012,3324,6.85202,6.33091,1.16643,1.4717,159,12524,Abstract Games,1,2,4,4,4.0,76,Family Games,1,,
Necromunda ,1995,1898,7.30303,6.33052,1.51366,3.1131,168,1726,Thematic Games,1,2,4,2,2.0,22,Wargames,1,,
Dungeons & Dragons: Temple of Elemental Evil Board Game ,2015,1967,7.369,6.33015,1.41415,2.4494,89,5316,Strategy Games,1,1,5,3,3.0,39,Thematic Games,1,,
Rune Stones ,2019,1794,7.28461,6.32961,1.24457,2.3529,51,5197,Family Games,1,2,4,3,3.0,30,,,,
The Rich and the Good ,2008,2068,7.11876,6.32949,1.17974,2.1609,174,4997,Strategy Games,1,3,5,4,4.0,68,,,,
Shogi ,1587,1802,7.40073,6.32914,1.70225,3.758,157,4436,Abstract Games,1,2,2,2,2.0,27,,,,
Piepmatz ,2018,2281,7.05736,6.32907,1.20348,2.1053,76,7742,Strategy Games,1,2,4,3,3.0,45,,,,
Dice Miner ,2021,1809,7.29492,6.32851,1.23296,1.6571,35,11945,Family Games,1,1,4,2,3.0,34,,,,
Junta ,1978,5722,6.69172,6.32811,1.66926,2.8611,475,3676,Strategy Games,1,5,7,7,7.0,123,Thematic Games,1,,
Stroganov ,2021,1767,7.2941,6.32801,1.36146,3.2903,93,4507,Strategy Games,1,1,4,3,3.0,50,,,,
Curious Cargo ,2020,2103,7.12566,6.32718,1.41155,3.2093,86,6185,Strategy Games,1,2,2,2,2.0,24,,,,
Aerion ,2019,1664,7.33273,6.32701,1.17504,1.9583,48,7879,Strategy Games,1,1,2,1,1.0,47,,,,
Planet ,2018,5116,6.67773,6.32588,1.2384,1.5918,98,14496,Family Games,1,2,4,4,4.0,57,,,,
Indian Summer ,2017,3871,6.77312,6.32563,1.26266,2.1467,75,15261,Family Games,1,1,4,3,3.0,49,,,,
Yomi ,2011,2954,6.94244,6.32416,1.68361,2.359,195,15091,Strategy Games,1,2,2,2,2.0,40,,,,
Renegade ,2018,1247,7.70896,6.32416,1.45477,3.6796,103,5913,Strategy Games,1,1,3,1,1.0,62,,,,
Pueblo ,2002,2619,6.94663,6.32385,1.21871,2.2535,213,5554,Abstract Games,1,2,4,3,4.0,45,,,,
Campy Creatures ,2017,2489,7.05149,6.32369,1.21207,1.5192,52,6493,Family Games,1,3,5,4,5.0,44,,,,
Tortuga 1667 ,2017,3322,6.91344,6.32295,1.42522,2.0149,67,7142,Party Games,1,5,9,5,5.0,91,,,,
Marrakech ,2007,4958,6.69115,6.32277,1.2476,1.3515,239,22727,Family Games,1,2,4,4,4.0,73,,,,
"Sword of Rome: Conquest of Italy, 362-272 BC ",2004,1636,7.32876,6.32276,1.43851,3.327,211,2536,Wargames,1,4,5,4,4.0,56,,,,
"Sword of Rome: Conquest of Italy, 362-272 BC ",2004,1636,7.32876,6.32276,1.43851,3.327,211,2536,Wargames,1,4,5,4,4.0,56,,,,
After the Empire ,2021,1463,7.51331,6.32204,1.4684,3.1373,51,3062,Strategy Games,1,1,4,2,3.0,32,,,,
I'm the Boss! ,1994,3828,6.77413,6.32166,1.59413,1.9684,316,6778,Family Games,1,4,6,6,6.0,82,Strategy Games,1,,
RAF: The Battle of Britain 1940 ,2009,1047,8.03615,6.32071,1.3393,3.2689,119,1706,Wargames,1,1,2,1,1.0,33,,,,
Masmorra: Dungeons of Arcadia ,2017,2785,7.03709,6.32066,1.38165,2.2444,45,5833,Family Games,1,2,5,3,4.0,43,Thematic Games,1,,
Havana ,2009,3125,6.8458,6.32053,1.16266,2.2121,198,7973,Family Games,1,2,4,3,3.0,52,Strategy Games,1,,
Railroad Ink Challenge: Shining Yellow Edition ,2021,1300,7.58116,6.32003,1.16869,2.05,20,6213,,,1,4,2,4.0,12,,,,
Empire Builder ,1982,2988,6.95373,6.31998,1.49262,2.6305,295,7078,Strategy Games,1,2,4,3,3.0,54,,,,
Neanderthal ,2015,1745,7.30198,6.31927,1.4996,3.7462,130,5232,Thematic Games,1,1,3,3,3.0,44,,,,
Patchistory ,2013,2152,7.08409,6.31924,1.46931,3.7643,157,3980,Strategy Games,1,2,4,4,4.0,56,,,,
In the Shadow of the Emperor ,2004,2934,6.86322,6.3191,1.34033,3.4246,398,4244,Strategy Games,1,4,4,4,4.0,139,,,,
Pixel Tactics ,2012,3388,6.84926,6.31866,1.46421,2.6159,138,6197,Strategy Games,1,2,2,2,2.0,32,,,,
Marvel: Remix ,2022,1402,7.45929,6.31699,1.15732,1.913,23,12306,Family Games,1,2,5,2,3.0,21,,,,
Kingdoms ,1994,4935,6.656,6.31672,1.22549,1.8385,421,11586,Abstract Games,1,2,4,2,3.0,105,Strategy Games,1,,
Mü & More ,1995,1940,7.14972,6.31543,1.43768,2.5514,185,6007,Strategy Games,1,4,6,5,5.0,41,,,,
Aristeia! ,2017,1050,8.20409,6.31523,1.48744,2.9762,42,5414,Customizable Games,1,2,2,2,2.0,25,Strategy Games,1,,
Power Grid: The First Sparks ,2011,3559,6.7734,6.31461,1.29178,2.7056,231,6799,Strategy Games,1,3,6,4,4.0,46,,,,
Paint the Roses ,2022,1845,7.28481,6.31453,1.40949,2.45,40,8822,Family Games,1,2,5,4,4.0,35,,,,
The Scepter of Zavandor ,2004,2547,6.96556,6.31381,1.55199,3.5086,350,5381,Strategy Games,1,2,5,4,4.0,60,,,,
CV ,2013,6384,6.58888,6.31354,1.35596,1.8519,270,15232,Family Games,1,2,4,2,2.0,109,,,,
Chocolate Factory ,2019,2032,7.10214,6.31331,1.25056,2.8919,74,6653,Strategy Games,1,1,4,3,3.0,51,,,,
Warhammer Quest: Blackstone Fortress ,2018,1354,7.83575,6.31298,1.52387,2.881,42,4072,Thematic Games,1,1,4,4,4.0,30,,,,
Giants ,2008,2516,6.96157,6.31284,1.24278,2.939,213,3616,Strategy Games,1,3,5,4,4.0,50,,,,
Harry Potter: Hogwarts Battle – Defence Against the Dark Arts ,2019,2239,7.17127,6.31247,1.44302,1.75,40,10320,Thematic Games,1,2,2,2,2.0,27,,,,
Pirate's Cove ,2002,8243,6.56269,6.31244,1.37686,2.005,794,13791,Family Games,1,3,5,5,5.0,75,,,,
Century: Golem Edition – An Endless World ,2020,1285,7.5686,6.31215,1.09536,2,35,3225,Family Games,1,2,4,3,3.0,21,,,,
The Great Dalmuti ,1995,7821,6.58169,6.31194,1.57115,1.2928,567,28555,Party Games,1,5,8,6,7.0,86,,,,
Exit: The Game – The Forbidden Castle ,2017,3183,6.8093,6.31159,1.64045,3.2727,55,3729,Thematic Games,1,1,4,2,2.0,29,,,,
The Bottle Imp ,1995,3756,6.73998,6.31146,1.37348,1.8699,269,11245,Family Games,1,3,4,3,3.0,96,Strategy Games,1,,
Risk 2210 A.D. ,2001,7128,6.68388,6.31145,1.51224,2.7166,607,4932,Wargames,1,3,5,4,5.0,75,,,,
Doomtown: Reloaded ,2014,2324,7.10949,6.31112,1.78868,3.597,134,9781,Customizable Games,1,2,4,2,2.0,50,,,,
Ascension: Immortal Heroes ,2012,1645,7.32955,6.31103,1.34307,2.1071,56,15175,Strategy Games,1,2,2,2,2.0,19,,,,
Navajo Wars ,2013,1034,7.94148,6.30982,1.30439,3.8824,119,2985,Wargames,1,1,2,1,1.0,50,,,,
Spyfall 2 ,2016,3043,6.86311,6.30921,1.42527,1.2381,42,10028,Party Games,1,5,12,6,8.0,26,,,,
Dice Settlers ,2018,2746,6.91072,6.30896,1.32572,2.9367,79,7819,Strategy Games,1,1,4,3,3.0,55,,,,
GKR: Heavy Hitters ,2018,1550,7.61322,6.30859,1.43382,2.7755,49,2325,Thematic Games,1,2,4,4,4.0,33,Wargames,1,,
Tiny Epic Kingdoms ,2014,7640,6.55737,6.30825,1.28175,2.0912,296,14922,Strategy Games,1,2,5,4,4.0,83,,,,
Revolution! ,2009,4319,6.72418,6.30823,1.42791,2.0402,249,8588,Strategy Games,1,3,4,4,4.0,52,,,,
Bloodborne: The Card Game ,2016,3683,6.87827,6.30748,1.44658,2.0658,76,7002,Thematic Games,1,3,5,4,5.0,46,,,,
Welcome Back to the Dungeon ,2016,4261,6.72177,6.30747,1.16831,1.3385,65,7521,Family Games,1,2,4,3,4.0,41,,,,
Olympos ,2011,2678,6.90619,6.30744,1.26349,2.9628,215,4705,Strategy Games,1,2,5,4,4.0,67,,,,
Mystery of the Abbey ,1995,8058,6.53925,6.30732,1.38903,2.2028,710,10613,Family Games,1,3,6,4,5.0,81,,,,
Minecraft: Builders & Biomes ,2019,2633,6.97256,6.3071,1.11955,1.9818,55,8308,Family Games,1,2,4,3,4.0,30,,,,
That Time You Killed Me ,2021,1273,7.63449,6.30679,1.33445,2.4828,29,6167,Abstract Games,1,2,2,2,2.0,17,,,,
Endangered ,2020,1354,7.53258,6.30648,1.17516,2.525,40,4499,Strategy Games,1,1,5,3,3.0,40,,,,
Uprising: Curse of the Last Emperor ,2021,875,8.43614,6.30639,1.45682,3.7377,61,2238,Strategy Games,1,1,4,3,3.0,35,Thematic Games,1,,
1817 ,2010,688,8.61956,6.30636,1.44718,4.7609,92,3462,Strategy Games,1,3,7,4,5.0,27,,,,
Stationfall ,2023,1142,7.79261,6.3059,1.70146,3.8315,89,3520,Strategy Games,1,3,6,4,5.0,77,Thematic Games,1,,
Fireteam Zero ,2015,1529,7.50198,6.3056,1.42219,2.75,56,4741,Strategy Games,1,1,4,3,4.0,44,Thematic Games,1,,
Oceanos ,2016,3361,6.80356,6.3054,1.1566,1.831,71,9383,Family Games,1,2,5,4,4.0,31,,,,
1856: Railroading in Upper Canada from 1856 ,1995,1315,7.50175,6.30512,1.55642,4.2573,171,2846,Strategy Games,1,3,6,4,4.0,43,,,,
The Red Dragon Inn 2 ,2008,3150,6.92113,6.30501,1.50877,1.7961,103,3897,Party Games,1,3,4,4,4.0,27,Thematic Games,1,,
Unlock!: Secret Adventures – The Adventurers of Oz ,2018,1458,7.37389,6.30499,1.41575,2.8889,18,1797,Thematic Games,1,1,4,2,2.0,18,,,,
Aquaretto ,2008,2513,6.98147,6.30476,1.11952,2.1174,213,5357,Family Games,1,2,5,4,4.0,49,,,,
Sanctum ,2019,2203,7.09712,6.30452,1.35219,2.5357,56,4120,Strategy Games,1,1,4,2,2.0,48,,,,
Codex: Card-Time Strategy – Deluxe Set ,2016,1104,8.00431,6.30422,1.78257,3.6613,62,4427,Customizable Games,1,2,4,2,2.0,40,Strategy Games,1,,
Age of Civilization ,2019,2329,7.05949,6.3042,1.28901,2.2895,76,10755,Strategy Games,1,1,4,3,3.0,46,,,,
High Frontier ,2010,1545,7.35772,6.30405,1.84777,4.3377,228,3470,Strategy Games,1,1,5,3,4.0,42,Thematic Games,1,,
Android ,2008,3897,6.74156,6.30251,1.74739,3.9658,438,4496,Thematic Games,1,2,4,3,3.0,163,,,,
Ingenious: Travel Edition ,2006,2008,7.09507,6.30187,1.22522,1.8537,164,9451,Abstract Games,1,2,2,2,2.0,23,,,,
World of Warcraft: The Boardgame ,2005,5759,6.70797,6.30175,1.72717,3.5097,620,5683,Thematic Games,1,2,2,4,4.0,120,,,,
After the Virus ,2017,1829,7.28532,6.30123,1.43816,2.3607,61,33134,Thematic Games,1,1,2,1,1.0,82,,,,
Land vs Sea ,2021,1877,7.17441,6.30029,1.20493,1.7105,38,6238,Abstract Games,1,2,4,2,2.0,30,Family Games,1,,
Ad Astra ,2009,2920,6.85626,6.3,1.28954,2.6812,229,5465,Strategy Games,1,3,5,4,4.0,55,,,,
The Ancient World (Second Edition) ,2019,1267,7.55409,6.29975,1.09579,2.7959,49,2560,Strategy Games,1,2,4,2,3.0,26,,,,
The Civil War 1861-1865 ,1983,1251,7.73091,6.29952,1.50273,3.7892,185,780,Wargames,1,1,2,2,2.0,31,,,,
Adventure Land ,2015,2598,6.90436,6.29886,1.15899,1.8507,67,6431,Family Games,1,2,4,3,3.0,44,,,,
Troyes Dice ,2020,2157,7.04051,6.29876,1.31326,2.2769,65,16417,Strategy Games,1,1,5,1,2.0,55,,,,
Fleet: The Dice Game (Second Edition) ,2020,1001,7.87582,6.29856,1.08367,2.1538,26,6035,Strategy Games,1,1,4,2,2.0,24,,,,
Wars of the Roses: Lancaster vs. York ,2010,1501,7.36031,6.29834,1.45268,3.1965,173,2533,Strategy Games,1,2,4,4,4.0,74,,,,
Cryo ,2021,1644,7.29613,6.29833,1.12929,2.7705,61,3468,Strategy Games,1,2,4,3,3.0,41,,,,
Walnut Grove ,2011,2289,6.97526,6.29815,1.25579,2.4654,159,7515,Strategy Games,1,1,4,3,4.0,42,,,,
1849: The Game of Sicilian Railways ,1998,824,8.14243,6.29716,1.37343,4.2581,31,4568,Strategy Games,1,3,4,3,3.0,29,,,,
Bruxelles 1897 ,2019,1795,7.22911,6.29672,1.20312,2.9167,72,3615,Strategy Games,1,2,4,3,3.0,38,,,,
Iwari ,2020,1930,7.13757,6.29665,1.25577,2.1343,67,6703,Abstract Games,1,2,5,3,4.0,56,Strategy Games,1,,
SET ,1988,12506,6.49804,6.29664,1.58237,1.6662,716,39518,Abstract Games,1,1,8,3,4.0,112,Family Games,1,,
Drop It ,2018,2698,6.89377,6.29647,1.28828,1.1087,46,22848,Family Games,1,2,4,2,2.0,38,,,,
Burgle Bros 2: The Casino Capers ,2021,1490,7.39029,6.29635,1.29545,2.4737,38,4489,Thematic Games,1,1,4,3,3.0,29,,,,
PitchCar Mini ,2003,2282,6.97183,6.29621,1.29581,1.1438,153,11783,Family Games,1,2,8,4,6.0,27,Party Games,1,,
Century: Golem Edition – Eastern Mountains ,2019,1504,7.37968,6.29573,1.09642,2.24,25,3298,Family Games,1,2,4,3,3.0,22,,,,
Call of Cthulhu: The Card Game ,2008,3016,6.89349,6.29504,1.55617,2.8945,218,10011,Customizable Games,1,2,2,2,2.0,46,Strategy Games,1,,
Blood Bowl: Second Season Edition ,2020,760,8.52613,6.29451,1.35106,3.7188,32,5380,Strategy Games,1,2,2,2,2.0,15,,,,
Ogre ,1977,2850,6.94288,6.29448,1.53082,2.3389,298,3851,Wargames,1,1,3,2,2.0,32,,,,
Dice Throne: Season Two – Gunslinger v. Samurai ,2018,1324,7.56048,6.29387,1.31735,2.1053,19,2289,,,2,2,2,2.0,8,,,,
Ride the Rails ,2020,1743,7.19109,6.29385,1.22015,2.2286,35,4212,Strategy Games,1,3,5,4,4.0,33,,,,
Bios: Megafauna (Second Edition) ,2017,1252,7.63247,6.29375,1.52584,4.5036,137,2944,Strategy Games,1,1,4,3,4.0,41,Thematic Games,1,,
Tranquility ,2020,2409,6.9974,6.29363,1.2927,1.3462,52,22676,Family Games,1,1,4,2,2.0,56,,,,
Oregon ,2007,3398,6.76144,6.29342,1.21263,2.1487,343,20823,Family Games,1,2,4,3,3.0,87,Strategy Games,1,,
Arctic Scavengers ,2009,3401,6.77737,6.29327,1.34611,2.2639,144,7787,Strategy Games,1,2,5,4,4.0,60,,,,
Euthia: Torment of Resurrection ,2021,1075,8.65938,6.29267,1.56903,3.5,86,2509,Strategy Games,1,1,3,2,2.0,70,,,,
Pergamon ,2011,2498,6.91543,6.29248,1.12224,2.2423,194,6812,Family Games,1,2,4,3,3.0,85,Strategy Games,1,,
Age of Renaissance ,1996,2198,7.09263,6.29242,1.74609,3.8535,273,2208,Strategy Games,1,4,6,5,6.0,56,,,,
Thanos Rising: Avengers Infinity War ,2018,2424,7.09609,6.29202,1.4002,1.9762,42,8976,Family Games,1,1,4,2,2.0,33,Thematic Games,1,,
Ys ,2004,2590,6.89799,6.29179,1.29813,2.9177,328,3919,Strategy Games,1,3,4,4,4.0,58,,,,
Bios: Origins (Second Edition) ,2019,1061,7.82955,6.29167,1.53488,4.1776,107,2484,Strategy Games,1,1,4,4,4.0,43,,,,
Pendragon: The Fall of Roman Britain ,2017,1025,7.91494,6.29127,1.59854,4.5043,117,1694,Wargames,1,1,4,4,4.0,36,,,,
Glasgow ,2020,1809,7.16169,6.29092,0.999238,2.0638,47,6152,Strategy Games,1,2,2,2,2.0,15,,,,
Adventure Games: The Dungeon ,2019,2414,6.96339,6.2907,1.31875,1.7097,62,5431,Thematic Games,1,1,4,2,2.0,47,Wargames,1,,
Pharaon ,2019,1463,7.41216,6.29055,1.13572,2.7317,82,4936,Strategy Games,1,1,5,1,1.0,67,,,,
Warfighter: The Tactical Special Forces Card Game ,2014,1314,7.70181,6.29032,1.43835,2.7228,101,4805,Wargames,1,1,4,1,1.0,36,,,,
Sobek: 2 Players ,2021,1824,7.1943,6.29023,1.24198,1.9286,42,10600,Family Games,1,2,2,2,2.0,18,,,,
Axis & Allies ,2004,6036,6.69151,6.28919,1.5978,3.2215,623,5659,Wargames,1,2,5,2,2.0,141,,,,
Great Western Trail: New Zealand ,2023,659,8.74589,6.28833,1.11383,4,55,1987,Strategy Games,1,1,4,3,3.0,34,,,,
Ave Caesar ,1989,4723,6.63295,6.28753,1.39965,1.3595,459,18555,Family Games,1,4,6,5,6.0,93,,,,
Voyages ,2021,1389,7.48478,6.28729,1.06385,1.8125,48,10317,Family Games,1,1,7,1,2.0,35,,,,
Otys ,2017,2367,6.97151,6.28704,1.22658,2.8824,85,5469,Strategy Games,1,2,4,3,3.0,58,,,,
Timeline: Discoveries ,2011,3910,6.71527,6.28682,1.18397,1.1667,120,11504,Family Games,1,2,8,4,5.0,21,,,,
The Climbers ,2008,3168,6.78286,6.28681,1.25428,1.8018,111,11395,Abstract Games,1,2,5,4,4.0,37,Family Games,1,,
Horseless Carriage ,2023,947,7.97155,6.28635,1.47943,4.2021,94,2424,Strategy Games,1,3,5,4,4.0,26,,,,
Kamisado ,2008,2503,6.93835,6.28611,1.3359,2.3939,132,16398,Abstract Games,1,2,2,2,2.0,29,,,,
Beyond Balderdash ,1993,3213,6.81812,6.286,1.43461,1.476,208,3897,Party Games,1,4,6,6,6.0,47,,,,
"Air, Land, and Sea: Critters at War ",2021,1248,7.54198,6.28545,1.10762,1.5909,22,4680,Family Games,1,2,2,2,2.0,10,Wargames,1,,
Power Struggle ,2009,2270,6.97454,6.28517,1.34539,3.3645,214,3479,Strategy Games,1,3,5,4,5.0,56,,,,
The Lord of the Ice Garden ,2014,1267,7.63514,6.28417,1.49439,4.075,120,1920,Strategy Games,1,2,4,4,4.0,60,,,,
A Study in Emerald (Second Edition) ,2015,2639,6.89232,6.28406,1.44628,2.9453,128,4979,Strategy Games,1,3,5,4,5.0,63,Thematic Games,1,,
Sorcerer City ,2020,1444,7.42067,6.28402,1.47117,2.2333,30,4523,Strategy Games,1,1,5,3,3.0,25,,,,
Rise of Empires ,2009,2083,7.02947,6.28393,1.3828,3.5467,225,2944,Strategy Games,1,3,5,4,4.0,60,,,,
Himalaya ,2002,2192,6.99441,6.28362,1.2472,2.5714,231,3557,Strategy Games,1,4,4,4,4.0,52,,,,
Oltréé ,2021,1361,7.52391,6.28353,1.37755,2.3214,56,5237,Thematic Games,1,1,4,4,4.0,44,,,,
On the Underground ,2006,2510,6.90327,6.28345,1.25365,2.441,322,7200,Strategy Games,1,2,4,3,3.0,75,,,,
Masters of Renaissance: Lorenzo il Magnifico – The Card Game ,2019,1782,7.18165,6.28278,1.14179,2.0862,58,7167,Strategy Games,1,1,4,2,2.0,51,,,,
Imaginarium ,2018,1939,7.14744,6.28277,1.34248,2.9265,68,4895,Strategy Games,1,2,4,3,4.0,44,,,,
Starship Captains ,2022,1677,7.23406,6.28206,1.20109,2.3621,58,4891,Strategy Games,1,1,4,3,3.0,37,,,,
Dungeon Mayhem ,2018,3199,6.92595,6.28134,1.50451,1.1067,75,21447,Family Games,1,2,4,4,4.0,38,,,,
Dale of Merchants Collection ,2019,1035,7.84354,6.281,1.16499,2.3333,30,3841,,,2,4,2,3.0,17,,,,
Unconditional Surrender! World War 2 in Europe ,2014,975,8.1126,6.28093,1.57426,3.75,108,2012,Wargames,1,1,3,2,2.0,44,,,,
Tabannusi: Builders of Ur ,2021,1426,7.40531,6.28075,1.27445,3.8646,96,3374,Strategy Games,1,2,4,4,4.0,66,,,,
"Artifacts, Inc. ",2014,3272,6.75435,6.27969,1.15027,2.1667,120,6853,Strategy Games,1,2,4,2,2.0,71,,,,
Puzzle Strike: Third Edition ,2012,1835,7.18247,6.27954,1.64655,2.6952,105,8471,Strategy Games,1,2,4,2,2.0,42,,,,
Virus! ,2015,5557,6.73264,6.27946,1.54978,1.0642,187,50089,Family Games,1,2,5,4,4.0,118,Party Games,1,,
Axis & Allies ,1981,10951,6.57017,6.27914,1.58277,3.0407,984,11143,Wargames,1,2,5,2,2.0,150,,,,
Anomia ,2010,4500,6.69063,6.27912,1.43383,1.0438,137,16037,Party Games,1,3,6,5,5.0,51,,,,
World in Flames ,1985,1426,7.62978,6.27895,1.8831,4.6438,292,1682,Wargames,1,2,6,5,6.0,57,,,,
Key Flow ,2018,1384,7.34905,6.27875,1.14809,2.8788,33,4214,Strategy Games,1,2,6,3,3.0,34,,,,
Mangrovia ,2014,1724,7.16957,6.27809,1.08977,2.4458,83,4171,Family Games,1,2,5,3,4.0,42,Strategy Games,1,,
Abandon All Artichokes ,2020,4529,6.64041,6.27808,1.28204,1.2936,109,50215,Family Games,1,2,4,4,4.0,72,,,,
Jungle Speed ,1997,12984,6.47556,6.27711,1.5313,1.1334,682,50487,Party Games,1,3,8,5,6.0,129,,,,
51st State ,2010,2963,6.81275,6.27699,1.45452,3.1055,237,7787,Strategy Games,1,2,4,2,3.0,70,,,,
Unlock!: Mystery Adventures – The House on the Hill ,2017,2091,6.9921,6.27695,1.21297,1.8148,27,3192,Family Games,1,1,4,2,2.0,30,Thematic Games,1,,
ICECOOL2 ,2018,1702,7.17994,6.27691,1.22186,1.0769,26,4566,Children's Games,1,2,4,4,4.0,20,Family Games,1,,
Normandy '44 ,2010,1038,7.89791,6.27674,1.22989,3.3729,118,1354,Wargames,1,1,3,2,2.0,43,,,,
Juicy Fruits ,2021,1941,7.07814,6.2761,1.11774,2,51,7234,Family Games,1,1,4,2,3.0,24,,,,
Dragonfire ,2017,2462,7.11175,6.27602,1.66885,3.2299,87,12061,Strategy Games,1,1,5,4,4.0,81,Thematic Games,1,,
The Ancient World ,2014,2195,6.99379,6.27572,1.22653,2.7248,109,4233,Strategy Games,1,2,4,4,4.0,31,,,,
New York Slice ,2017,3694,6.70594,6.27555,1.23007,1.4444,54,12143,Family Games,1,3,6,4,4.0,44,,,,
Successors (Third Edition) ,2008,1250,7.53578,6.27552,1.4791,3.3176,148,1946,Wargames,1,3,4,4,4.0,48,,,,
Capital Lux ,2016,2137,7.00394,6.27546,1.17239,1.9667,60,6730,Family Games,1,2,4,3,3.0,41,,,,
Carcassonne: Amazonas ,2016,2060,7.04647,6.27541,1.18648,1.9318,44,5134,Family Games,1,2,4,4,4.0,20,,,,
Rummikub ,1977,17326,6.448,6.27448,1.43101,1.721,846,92673,Family Games,1,2,4,4,4.0,151,,,,
Flip Ships ,2017,2069,7.01335,6.27424,1.28953,1.3438,32,6807,Family Games,1,1,4,3,4.0,20,,,,
Love Letter: Adventure Time ,2015,1809,7.25162,6.27399,1.31208,1.0652,46,6799,Family Games,1,3,4,4,4.0,31,,,,
Mordheim: City of the Damned ,1999,1691,7.33247,6.27369,1.5484,3.0942,138,2720,Thematic Games,1,2,6,2,2.0,23,Wargames,1,,
Dog Park ,2022,1845,7.20215,6.27336,1.37236,2.1622,74,6048,Family Games,1,1,4,3,4.0,53,,,,
Cantaloop: Book 1 – Breaking into Prison ,2020,1217,7.51211,6.27332,1.44921,2.1,30,3795,,,1,2,1,1.0,48,,,,
Legendary Encounters: A Firefly Deck Building Game ,2016,1935,7.09862,6.2733,1.4957,2.5588,34,6479,Thematic Games,1,1,4,3,3.0,24,,,,
Metro X ,2018,1775,7.13172,6.27306,1.10619,1.7391,23,13885,Abstract Games,1,1,6,1,2.0,22,,,,
Sluff Off! ,2003,2553,6.87745,6.27298,1.28017,1.8512,215,9916,Family Games,1,3,4,4,4.0,48,,,,
A House Divided: War Between the States 1861-65 ,1981,2003,7.07625,6.27217,1.37872,2.6316,247,2454,Wargames,1,1,2,2,2.0,37,,,,
Paranormal Detectives ,2019,2247,7.0164,6.27209,1.3506,1.675,40,7877,Party Games,1,3,6,4,5.0,30,,,,
Gulo Gulo ,2003,2810,6.82729,6.27209,1.2638,1.0813,320,17173,Children's Games,1,2,6,4,4.0,44,,,,
